Smiles,Dataset,Model,canonical smiles,molwt,qed,Tanimoto Score
O=C(Nc1cccc(N2CCOCC2)c1)c1ccc(N2CCN(c3ccncc3)CC2)cc1,aryl,claude_scaffold,O=C(Nc1cccc(N2CCOCC2)c1)c1ccc(N2CCN(c3ccncc3)CC2)cc1,443.23212516800004,0.6514501546168872,0.7090909090909091
O=C(Nc1cccc(N2CCNCC2)c1)c1cnc(N2CCN(c3cncnc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1cccc(N2CCNCC2)c1)c1cnc(N2CCN(c3cncnc3)CC2)c(Cl)c1,478.1996351640001,0.5779347049117662,0.6825396825396826
O=C(Nc1cccc(N2CCOCC2)c1)c1ccc(N2CCN(c3ccncc3)CC2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(N2CCOCC2)c1)c1ccc(N2CCN(c3ccncc3)CC2)nc1,444.22737413600004,0.648674663013135,0.711864406779661
O=C(Nc1cccc(N2CCSCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Br)c1,aryl,claude_scaffold,O=C(Nc1cccc(N2CCSCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Br)c1,538.115042584,0.5168287988239588,0.640625
O=C(Nc1cccc(N2CCOCC2)c1)c1cc(N2CCN(c3ccncc3)CC2)on1,aryl,claude_scaffold,O=C(Nc1cccc(N2CCOCC2)c1)c1cc(N2CCN(c3ccncc3)CC2)on1,434.206638692,0.6555364619575991,0.6229508196721312
O=C(Nc1cccc(N2CCOCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)s1,aryl,claude_scaffold,O=C(Nc1cccc(N2CCOCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)s1,450.183795072,0.6406539372663209,0.6190476190476191
O=C(Nc1cccc(N2CCCOCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(I)c1,aryl,claude_scaffold,O=C(Nc1cccc(N2CCCOCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(I)c1,584.1396721680001,0.4567645987443343,0.7419354838709677
Cn1nc(N2CCN(c3ccncc3)CC2)cc1C(=O)Nc1cccc(N2CCOCC2)c1,aryl,claude_scaffold,Cn1nc(N2CCN(c3ccncc3)CC2)cc1C(=O)Nc1cccc(N2CCOCC2)c1,447.23827316800003,0.6426158910037301,0.578125
O=C(Nc1cccc(N2CCOCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)o1,aryl,claude_scaffold,O=C(Nc1cccc(N2CCOCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)o1,434.206638692,0.655536461957599,0.6557377049180327
O=C(Nc1cccc(OCCO)c1)c1cnc(N2CCN(c3cccnc3)CC2)c(F)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCO)c1)c1cnc(N2CCN(c3cccnc3)CC2)c(F)c1,437.18631784800004,0.587110856989842,0.7014925373134329
O=C(Nc1cccc(OCCF)c1)c1cnc(N2CCN(c3ccccn3)CC2)c(Br)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCF)c1)c1cnc(N2CCN(c3ccccn3)CC2)c(Br)c1,499.1019152960001,0.5255880967212619,0.5694444444444444
NCCOc1cccc(NC(=O)c2ccc(N3CCN(c4cncnc4)CC3)cc2)c1,aryl,claude_scaffold,NCCOc1cccc(NC(=O)c2ccc(N3CCN(c4cncnc4)CC3)cc2)c1,418.21172407200004,0.608086951965774,0.5507246376811594
O=C(Nc1cccc(OCCS)c1)c1cnc(N2CCN(c3cnccn3)CC2)c(I)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCS)c1)c1cnc(N2CCN(c3cnccn3)CC2)c(I)c1,562.064792976,0.33777857265219435,0.5540540540540541
O=C(Nc1cccc(OCCCF)c1)c1cnn(N2CCN(c3ccncc3)CC2)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCCF)c1)c1cnn(N2CCN(c3ccncc3)CC2)c1,424.20230226000007,0.5607202823391743,0.5694444444444444
O=C(Nc1cccc(OCCCO)c1)c1ccc(N2CCN(c3cccnn3)CC2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(OCCCO)c1)c1ccc(N2CCN(c3cccnn3)CC2)nc1,434.2066386920001,0.5203611639946975,0.5342465753424658
OCCOc1cccc(NC(=S)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,aryl,claude_scaffold,OCCOc1cccc(NC(=S)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,469.13392368800004,0.5082201119520227,0.8064516129032258
Nc1cc(N2CCN(c3ccncc3)CC2)ccc1C(=O)Nc1cccc(OCCS)c1,aryl,claude_scaffold,Nc1cc(N2CCN(c3ccncc3)CC2)ccc1C(=O)Nc1cccc(OCCS)c1,449.18854610399995,0.37797189626180244,0.5277777777777778
NCCOc1cccc(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(Cl)n2)c1,aryl,claude_scaffold,NCCOc1cccc(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(Cl)n2)c1,454.1632496560001,0.549932733699512,0.5405405405405406
O=C(Nc1cccc(OCCO)c1)c1cnc(N2CCN(c3cccnc3)CC2)c(F)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCO)c1)c1cnc(N2CCN(c3cccnc3)CC2)c(F)c1,437.18631784800004,0.587110856989842,0.7014925373134329
O=C(Nc1cccc(OCCF)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Br)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCF)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Br)c1,499.1019152960001,0.5255880967212619,0.7121212121212122
NCCOc1cccc(NC(=O)c2ccc(N3CCN(c4ccncc4)CC3)cc2)c1,aryl,claude_scaffold,NCCOc1cccc(NC(=O)c2ccc(N3CCN(c4ccncc4)CC3)cc2)c1,417.21647510400004,0.6149332780651263,0.6296296296296297
O=C(Nc1cccc(OCCS)c1)c1cnc(N2CCN(c3cncnc3)CC2)c(I)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCS)c1)c1cnc(N2CCN(c3cncnc3)CC2)c(I)c1,562.064792976,0.33777857265219435,0.5833333333333334
O=C(Nc1cccc(OCCCF)c1)c1ccc(N2CCN(c3ccncc3)CC2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(OCCCF)c1)c1ccc(N2CCN(c3ccncc3)CC2)nc1,435.20705329200007,0.5430903619323012,0.6176470588235294
O=C(Nc1cccc(OCCCO)c1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCCO)c1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,467.17241737200004,0.489989495944294,0.7384615384615385
O=C(Nc1cccc(OCCN2CCCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCCN2CCCC2)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,506.21970191200006,0.49088743863427947,0.8125
NCCCOc1cccc(NC(=O)c2cnc(N3CCN(c4cccnn4)CC3)c(Cl)c2)c1,aryl,claude_scaffold,NCCCOc1cccc(NC(=O)c2cnc(N3CCN(c4cccnn4)CC3)c(Cl)c2)c1,467.18365075200006,0.4865445423664307,0.647887323943662
CS(=O)(=O)CCOc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,aryl,claude_scaffold,CS(=O)(=O)CCOc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,515.1394029920001,0.48763122742203274,0.8
O=C(Nc1cccc(OCC(F)(F)F)c1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1cccc(OCC(F)(F)F)c1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,491.1335872520001,0.5410583582719698,0.6285714285714286
CC(C)(C)CNC(=O)c1cnc(N2CCN(c3cncnc3)CC2)c(F)c1,aryl,claude_scaffold,CC(C)(C)CNC(=O)c1cnc(N2CCN(c3cncnc3)CC2)c(F)c1,372.20738764000004,0.8861445188095549,0.6101694915254238
CCCNC(=O)c1cnc(N2CCS(=O)(=O)CC2)c(Br)c1,aryl,claude_scaffold,CCCNC(=O)c1cnc(N2CCS(=O)(=O)CC2)c(Br)c1,375.02522453600005,0.8549995596708415,0.42857142857142855
O=C(NCC1CC1)c1nccnc1N1CCN(c2ccccn2)CC1,aryl,claude_scaffold,O=C(NCC1CC1)c1nccnc1N1CCN(c2ccccn2)CC1,338.185509324,0.8867199949849166,0.4838709677419355
C[C@@H]1CN(c2ncc(S(=O)(=O)NCC(F)(F)F)cc2Cl)CCO1,aryl,claude_scaffold,C[C@@H]1CN(c2ncc(S(=O)(=O)NCC(F)(F)F)cc2Cl)CCO1,373.04747468,0.871041105277388,0.3026315789473684
CC1(CNC(=O)c2ccsc2N2CCN(c3cccnc3)CC2)CC1,aryl,claude_scaffold,CC1(CNC(=O)c2ccsc2N2CCN(c3cccnc3)CC2)CC1,356.167082388,0.8946803838830962,0.32894736842105265
O=C(NC1CCCC1)c1cnc(N2CCOCC2)c(I)c1,aryl,claude_scaffold,O=C(NC1CCCC1)c1cnc(N2CCOCC2)c(I)c1,401.06002488,0.7896942264859027,0.5161290322580645
O=C(NCc1ccccc1)c1nccc(N2CCN(C3=NCCN3)CC2)n1,aryl,claude_scaffold,O=C(NCc1ccccc1)c1nccc(N2CCN(C3=NCCN3)CC2)n1,365.19640835600006,0.8201680729413571,0.4057971014492754
COCCNC(=O)c1cnc(N2CCC(Oc3ccccc3)CC2)c(Cl)c1,aryl,claude_scaffold,COCCNC(=O)c1cnc(N2CCC(Oc3ccccc3)CC2)c(Cl)c1,389.150619308,0.7367810580306067,0.5797101449275363
O=C(NCC1CCCCC1)c1ccc(N2CCN(c3ccncc3)CC2)nc1,aryl,claude_scaffold,O=C(NCC1CCCCC1)c1ccc(N2CCN(c3ccncc3)CC2)nc1,379.23721054800006,0.8649030612645275,0.5806451612903226
N#Cc1cnc(N2CCN(C(=O)c3ccncc3)CC2)c(Cl)c1,aryl,claude_scaffold,N#Cc1cnc(N2CCN(C(=O)c3ccncc3)CC2)c(Cl)c1,327.088687748,0.8427542247609165,0.55
CC(C)c1cccc(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(F)c2)c1,aryl,claude_scaffold,CC(C)c1cccc(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(F)c2)c1,420.2073876400001,0.6783166359449097,0.671875
CC(C)c1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Br)c2)c1,aryl,claude_scaffold,CC(C)c1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Br)c2)c1,479.132072552,0.5607200601293642,0.6307692307692307
CC(C)(C)c1cccc(NC(=O)c2ccc(N3CCN(c4cccnc4)CC3)nc2Cl)c1,aryl,claude_scaffold,CC(C)(C)c1cccc(NC(=O)c2ccc(N3CCN(c4cccnc4)CC3)nc2Cl)c1,449.19823819600003,0.5673062178967454,0.5285714285714286
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCN(c3cnccn3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCN(c3cnccn3)CC2)c(Cl)c1,478.1131861560001,0.593042019827501,0.6571428571428571
CC(C)Cc1ccc(NC(=O)c2cnc(N3CCN(c4ccncc4F)CC3)c(I)c2)cc1,aryl,claude_scaffold,CC(C)Cc1ccc(NC(=O)c2cnc(N3CCN(c4ccncc4F)CC3)c(I)c2)cc1,559.124436704,0.4313712602504827,0.4722222222222222
CSc1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Cl)c2)c1,aryl,claude_scaffold,CSc1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Cl)c2)c1,439.123359004,0.5931874518923206,0.609375
O=C(Nc1ccc(C2CC2)cc1)c1cc(Cl)nc(N2CCN(c3ccncc3)CC2)c1,aryl,claude_scaffold,O=C(Nc1ccc(C2CC2)cc1)c1cc(Cl)nc(N2CCN(c3ccncc3)CC2)c1,433.16693806800004,0.5962679604047364,0.5
COc1ccc(NC(=O)c2cnc(N3CCN(c4cccnc4)CC3)c(F)c2)cc1C,aryl,claude_scaffold,COc1ccc(NC(=O)c2cnc(N3CCN(c4cccnc4)CC3)c(F)c2)cc1C,421.191403228,0.6799432422366107,0.5970149253731343
Cc1cc(N2CCN(c3ccc(C(=O)Nc4ccc(C5CCC5)cc4)cn3)CC2)ccn1,aryl,claude_scaffold,Cc1cc(N2CCN(c3ccc(C(=O)Nc4ccc(C5CCC5)cc4)cn3)CC2)ccn1,427.23721054800006,0.643207453273022,0.4861111111111111
O=C(Nc1cccc(C2CCCC2)c1)c1cnc(N2CCN(c3cnccn3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1cccc(C2CCCC2)c1)c1cnc(N2CCN(c3cnccn3)CC2)c(Cl)c1,462.1934871640001,0.5887745544666277,0.6417910447761194
CCC(C)(C)NC(=O)c1cnc(N2CCN(c3cccnc3)CC2)c(F)c1,aryl,claude_scaffold,CCC(C)(C)NC(=O)c1cnc(N2CCN(c3cccnc3)CC2)c(F)c1,371.212138672,0.8757375204952359,0.6290322580645161
CC(C)(CO)NC(=O)c1ccc(N2CCN(c3ccncc3)CC2)cn1,aryl,claude_scaffold,CC(C)(CO)NC(=O)c1ccc(N2CCN(c3ccncc3)CC2)cn1,355.20082504000004,0.8414967831833685,0.5333333333333333
O=C(Nc1ccc(N2CCN(c3ccncc3)CC2)nc1)C1CC1,aryl,claude_scaffold,O=C(Nc1ccc(N2CCN(c3ccncc3)CC2)nc1)C1CC1,323.174610292,0.9340415597949372,0.4745762711864407
O=C(NC1CCC1)c1cnc(N2CCN(c3ccncc3)CC2)s1,aryl,claude_scaffold,O=C(NC1CCC1)c1cnc(N2CCN(c3ccncc3)CC2)s1,343.14668129200004,0.9215990233696937,0.5
CC(C)(C)NC(=O)c1cnc(N2CCC(c3ccncc3)CC2)nc1,aryl,claude_scaffold,CC(C)(C)NC(=O)c1cnc(N2CCC(c3ccncc3)CC2)nc1,339.20591042000007,0.930904690969909,0.46153846153846156
O=C(NCC1CC1)c1csc(N2CCN(c3ccncc3)CC2)n1,aryl,claude_scaffold,O=C(NCC1CC1)c1csc(N2CCN(c3ccncc3)CC2)n1,343.14668129200004,0.8997311397320691,0.4696969696969697
O=C(NCc1ccccc1)c1cnc(N2CCN(c3ccncc3)CC2)o1,aryl,claude_scaffold,O=C(NCc1ccccc1)c1cnc(N2CCN(c3ccncc3)CC2)o1,363.16952491200004,0.7499157236022359,0.6206896551724138
O=C(NC1CCCC1)c1ncc(N2CCN(c3ccncc3)CC2)s1,aryl,claude_scaffold,O=C(NC1CCCC1)c1ncc(N2CCN(c3ccncc3)CC2)s1,357.16233135600004,0.9110924308363365,0.4838709677419355
CC(C)NC(=O)c1cnn(N2CCN(c3ccncc3)CC2)c1,aryl,claude_scaffold,CC(C)NC(=O)c1cnn(N2CCN(c3ccncc3)CC2)c1,314.18550932399995,0.9071302234942499,0.4461538461538462
N#Cc1cc(C(=O)NCCO)cnc1N1CCN(c2ccncc2)CC1,aryl,claude_scaffold,N#Cc1cc(C(=O)NCCO)cnc1N1CCN(c2ccncc2)CC1,352.16477388000004,0.8020877191419395,0.7407407407407407
CS(=O)(=O)N1CCC(NC(=O)c2ccc(N3CCN(c4ccncc4)CC3)nc2Cl)CC1,aryl,claude_scaffold,CS(=O)(=O)N1CCC(NC(=O)c2ccc(N3CCN(c4ccncc4)CC3)nc2Cl)CC1,478.15538740400007,0.6515870807369373,0.6153846153846154
CS(=O)(=O)N1CCCC(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(F)c2)CC1,aryl,claude_scaffold,CS(=O)(=O)N1CCCC(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(F)c2)CC1,477.19583697600007,0.675718665962817,0.6119402985074627
O=C(NC1CCS(=O)(=O)CC1)c1cnc(N2CCN(c3ccncc3F)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(NC1CCS(=O)(=O)CC1)c1cnc(N2CCN(c3ccncc3F)CC2)c(Cl)c1,467.11941649600004,0.7332438365314436,0.6153846153846154
CP(C)(=O)N1CCC(NC(=O)c2ccc(N3CCN(c4ccccn4)CC3)nc2I)CC1,aryl,claude_scaffold,CP(C)(=O)N1CCC(NC(=O)c2ccc(N3CCN(c4ccccn4)CC3)nc2I)CC1,568.1212588300001,0.33748115596990697,0.3611111111111111
Cc1cc(N2CCN(c3ncc(C(=O)NC4CCOCC4)cc3Cl)CC2)ccn1,aryl,claude_scaffold,Cc1cc(N2CCN(c3ncc(C(=O)NC4CCOCC4)cc3Cl)CC2)ccn1,415.177502752,0.8273947348431688,0.8571428571428571
COC(=O)N1CCC(NC(=O)c2ccc(N3CCN(c4ccc(F)cn4)CC3)nc2Cl)CC1,aryl,claude_scaffold,COC(=O)N1CCC(NC(=O)c2ccc(N3CCN(c4ccc(F)cn4)CC3)nc2Cl)CC1,476.173894592,0.6779545021520713,0.34177215189873417
CS(=O)(=O)N1CCC(NC(=O)c2cnc(N3CCN(c4ccncc4Cl)CC3)c(Cl)c2)CC(F)C1,aryl,claude_scaffold,CS(=O)(=O)N1CCC(NC(=O)c2cnc(N3CCN(c4ccncc4Cl)CC3)c(Cl)c2)CC(F)C1,544.122643304,0.6170611619259979,0.6764705882352942
NS(=O)(=O)N1CCC(NC(=O)c2ccc(N3CCN(c4cnccn4)CC3)nc2Cl)CC1,aryl,claude_scaffold,NS(=O)(=O)N1CCC(NC(=O)c2ccc(N3CCN(c4cnccn4)CC3)nc2Cl)CC1,480.1458853400001,0.5806296050141481,0.41333333333333333
CS(=O)(=O)N1CCC(NC(=O)c2cnc(N3CCN(c4ccnc(N)c4)CC3)c(F)c2)CC1,aryl,claude_scaffold,CS(=O)(=O)N1CCC(NC(=O)c2cnc(N3CCN(c4ccnc(N)c4)CC3)c(F)c2)CC1,477.19583697600007,0.6442090621420846,0.6417910447761194
CS(=O)(=O)N1CCCC(NC(=O)c2cnc(N3CCN(c4cccnc4)CC3)c(F)c2)CC1,aryl,claude_scaffold,CS(=O)(=O)N1CCCC(NC(=O)c2cnc(N3CCN(c4cccnc4)CC3)c(F)c2)CC1,476.20058800800007,0.6980817117477012,0.6231884057971014
O=C(NC1CCN(S(=O)(=O)CF)CC1)c1cnc(N2CCCN(c3ccncc3)CC2)c(Br)c1,aryl,claude_scaffold,O=C(NC1CCN(S(=O)(=O)CF)CC1)c1cnc(N2CCCN(c3ccncc3)CC2)c(Br)c1,554.1111000760001,0.584871797808616,0.6
CS(=O)(=O)C1CCC(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(Cl)c2)CC1,aryl,claude_scaffold,CS(=O)(=O)C1CCC(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(Cl)c2)CC1,478.15538740400007,0.6940463194112749,0.6825396825396826
O=C(NC1CCOCC1)c1cnc(N2CCN(c3ccncc3F)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(NC1CCOCC1)c1cnc(N2CCN(c3ccncc3F)CC2)c(Cl)c1,419.15243087600004,0.8206947852037134,0.65625
CP(C)(=O)N1CCC(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(I)c2)CC1,aryl,claude_scaffold,CP(C)(=O)N1CCC(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(I)c2)CC1,568.1212588300001,0.4388137983446656,0.4925373134328358
O=C(NC1CC2CCC1C2)c1cnc(N2CCN(c3ccnc(F)c3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(NC1CC2CCC1C2)c1cnc(N2CCN(c3ccnc(F)c3)CC2)c(Cl)c1,429.17316632000006,0.7533977050589201,0.6153846153846154
CS(=O)(=O)C1(CNC(=O)c2cnc(N3CCCN(c4cccnn4)CC3)c(Cl)c2)CCOCC1,aryl,claude_scaffold,CS(=O)(=O)C1(CNC(=O)c2cnc(N3CCCN(c4cccnn4)CC3)c(Cl)c2)CCOCC1,508.16595208800004,0.6197310775723504,0.4935064935064935
CS(=O)(=O)C1CC(NC(=O)c2cnc(N3CCN(c4cnccn4)CC3)c(Cl)c2)CCN1,aryl,claude_scaffold,CS(=O)(=O)C1CC(NC(=O)c2cnc(N3CCN(c4cnccn4)CC3)c(Cl)c2)CCN1,479.15063637200006,0.6379386956917578,0.5416666666666666
Cc1nccc(N2CCN(c3ncc(C(=O)NC4CCS(=O)(=O)CC4)cc3F)CC2)n1,aryl,claude_scaffold,Cc1nccc(N2CCN(c3ncc(C(=O)NC4CCS(=O)(=O)CC4)cc3F)CC2)n1,448.16928788,0.7367140402393032,0.49295774647887325
CS(=O)(=O)NC1CCC(NC(=O)c2cnc(N3CCN(c4cccnn4)CC3)c(Cl)c2)C1,aryl,claude_scaffold,CS(=O)(=O)NC1CCC(NC(=O)c2cnc(N3CCN(c4cccnn4)CC3)c(Cl)c2)C1,479.15063637200006,0.6303963174785471,0.5774647887323944
O=C(N[C@@H]1CCc2ccc(Cl)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(F)c1,aryl,claude_scaffold,O=C(N[C@@H]1CCc2ccc(Cl)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(F)c1,451.15751625600006,0.6489938011861038,0.7164179104477612
O=C(N[C@@H]1CCOc2ccc(Br)cc21)c1cnc(N2CCN(c3cncnc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(N[C@@H]1CCOc2ccc(Br)cc21)c1cnc(N2CCN(c3cncnc3)CC2)c(Cl)c1,528.0676137240001,0.5492917855269039,0.6388888888888888
O=C(N[C@@H]1CCc2ccc(I)cc21)c1ccc(N2CCN(c3ccncc3)CC2)cc1,aryl,claude_scaffold,O=C(N[C@@H]1CCc2ccc(I)cc21)c1ccc(N2CCN(c3ccncc3)CC2)cc1,524.1073094200001,0.5136514885225968,0.582089552238806
O=C(N[C@@H]1CCNc2ccc(Br)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(N[C@@H]1CCNc2ccc(Br)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,526.0883491680001,0.5202930255731544,0.7727272727272727
NCc1ccc2c(c1)[C@H](NC(=O)c1cnc(N3CCN(c4ccncc4)CC3)c(Cl)c1)CC2,aryl,claude_scaffold,NCc1ccc2c(c1)[C@H](NC(=O)c1cnc(N3CCN(c4ccncc4)CC3)c(Cl)c1)CC2,462.19348716400003,0.6043728757603724,0.7761194029850746
O=C(N[C@@H]1CCc2ccc(Br)cc21)c1cnn(N2CCN(c3ccncc3)CC2)c1,aryl,claude_scaffold,O=C(N[C@@H]1CCc2ccc(Br)cc21)c1cnn(N2CCN(c3ccncc3)CC2)c1,466.1116714560001,0.6395771186166958,0.6666666666666666
O=C(N[C@@H]1CSc2ccc(Br)cc21)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(N[C@@H]1CSc2ccc(Br)cc21)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,529.0338710720001,0.5230748642781571,0.589041095890411
O=C(N[C@@H]1CCc2ncc(Br)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(N[C@@H]1CCc2ncc(Br)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,512.0726991040001,0.5677679801842149,0.796875
COc1ccc2c(c1)[C@H](NC(=O)c1cnc(N3CCN(c4ccncc4)CC3)c(Cl)c1)CC2,aryl,claude_scaffold,COc1ccc2c(c1)[C@H](NC(=O)c1cnc(N3CCN(c4ccncc4)CC3)c(Cl)c1)CC2,463.177502752,0.6187992590414569,0.7761194029850746
O=C(N[C@@H]1CCc2ccc(Cl)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(F)c1,aryl,claude_scaffold,O=C(N[C@@H]1CCc2ccc(Cl)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(F)c1,451.15751625600006,0.6489938011861038,0.7164179104477612
O=C(N[C@H]1CCOc2ccc(Br)cc21)c1cnc(N2CCN(c3cncnc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(N[C@H]1CCOc2ccc(Br)cc21)c1cnc(N2CCN(c3cncnc3)CC2)c(Cl)c1,528.0676137240001,0.5492917855269039,0.6388888888888888
O=C(N[C@@H]1CCc2ccc(I)cc21)c1ccc(N2CCN(c3ccncc3)CC2)cc1,aryl,claude_scaffold,O=C(N[C@@H]1CCc2ccc(I)cc21)c1ccc(N2CCN(c3ccncc3)CC2)cc1,524.1073094200001,0.5136514885225968,0.582089552238806
O=C(N[C@@H]1COc2ccc(Br)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(N[C@@H]1COc2ccc(Br)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,513.0567146920001,0.5657121077431302,0.7205882352941176
O=C(N[C@@H]1CCNc2ccc(Br)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(N[C@@H]1CCNc2ccc(Br)cc21)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,526.0883491680001,0.5202930255731544,0.7727272727272727
O=C(N[C@@H]1CCc2ccc(Br)cc21)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(N[C@@H]1CCc2ccc(Br)cc21)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,511.0774501360001,0.5519700767180484,0.7846153846153846
O=C(c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1)N1CCOc2ccc(Br)cc21,aryl,claude_scaffold,O=C(c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1)N1CCOc2ccc(Br)cc21,513.056714692,0.5205470897057732,0.547945205479452
O=C(NCc1ccccn1)c1cnc(N2CCN(c3cccnc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(NCc1ccccn1)c1cnc(N2CCN(c3cccnc3)CC2)c(Cl)c1,408.14653697200004,0.6993512224886647,0.6557377049180327
O=S1(=O)CCN(c2ncc(-c3ccncc3)cc2F)CC1,aryl,claude_scaffold,O=S1(=O)CCN(c2ncc(-c3ccncc3)cc2F)CC1,307.079075908,0.8414956896504949,0.4
O=C(NCc1ccccc1)c1cc(Br)c(N2CCOCC2)nc1-c1cncnc1,aryl,claude_scaffold,O=C(NCc1ccccc1)c1cc(Br)c(N2CCOCC2)nc1-c1cncnc1,453.08003698000005,0.6386541293055411,0.4166666666666667
O=C(NCCc1ccccc1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(NCCc1ccccc1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,421.16693806800004,0.6603185767643549,0.9038461538461539
Fc1cc(C(=S)NCc2ccccc2)cnc1N1CCN(c2ccncc2)CC1,aryl,claude_scaffold,Fc1cc(C(=S)NCc2ccccc2)cnc1N1CCN(c2ccncc2)CC1,407.15799492400004,0.6542639936217913,0.6065573770491803
O=C(NCc1ccsc1)c1cc(Cl)c(N2CCNCC2)nc1-c1ccncc1,aryl,claude_scaffold,O=C(NCc1ccsc1)c1cc(Cl)c(N2CCNCC2)nc1-c1ccncc1,413.10770894000007,0.671776820748515,0.4246575342465753
